word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,text_3.started,text_3.stopped,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,blue,I,b,9,1,2,b,1,0.31744049600092694,None,2,1,9,1,10.382751876000839,,,,,10.376727791997837,10.382751876000839,10.875106845000118,10.875106845000118,10.875106845000118,11.199954222000088,b,1,0.31744049600092694,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,10,2,2,r,1,0.43641265600308543,None,2,2,10,2,11.212617243996647,,,,,11.202340367002762,11.212617243996647,11.700079583002662,11.700079583002662,11.700079583002662,12.142419411997253,r,1,0.43641265600308543,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,11,3,2,b,1,0.5210089270040044,None,2,3,11,3,12.150928265997209,,,,,12.142957689997274,12.150928265997209,12.641473901996505,12.641473901996505,12.641473901996505,13.165881175998948,b,1,0.5210089270040044,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,12,0,3,r,1,0.34929271100554615,None,3,0,12,2,13.174771610996686,,,,,13.166442394001933,13.174771610996686,13.666177421997418,13.666177421997418,13.666177421997418,14.025455114002398,r,1,0.34929271100554615,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,13,1,3,b,1,0.361385756994423,None,3,1,13,3,14.033983799003181,,,,,14.026031250003143,14.033983799003181,14.515971872999216,14.515971872999216,14.515971872999216,14.882889710999734,b,1,0.361385756994423,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,14,2,3,r,1,0.40342117300315294,None,3,2,14,0,14.894420208998781,,,,,14.885255743996822,14.894420208998781,15.3838680810004,15.3838680810004,15.3838680810004,15.792451346002053,r,1,0.40342117300315294,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,15,3,3,b,1,0.4973495570011437,None,3,3,15,1,15.80033224199724,,,,,15.792988221000996,15.80033224199724,16.290951602997666,16.290951602997666,16.290951602997666,16.792380275997857,b,1,0.4973495570011437,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,16,0,4,b,1,0.505065163000836,None,4,0,16,3,16.802624269999797,,,,,16.794783539997297,16.802624269999797,17.283209918001376,17.283209918001376,17.283209918001376,17.792590980003297,b,1,0.505065163000836,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,17,1,4,r,1,0.6815877789995284,None,4,1,17,2,17.801088556996547,,,,,17.793143328999577,17.801088556996547,18.2916243389991,18.2916243389991,18.2916243389991,18.975873964998755,r,1,0.6815877789995284,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,18,2,4,r,1,0.2832476929979748,None,4,2,18,0,18.98685312100133,,,,,18.9782212459977,18.98685312100133,19.47489011700236,19.47489011700236,19.47489011700236,19.759444650997466,r,1,0.2832476929979748,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,19,3,4,b,1,0.364615294005489,None,4,3,19,1,19.76599668899871,,,,,19.760002595001424,19.76599668899871,20.258502438002324,20.258502438002324,20.258502438002324,20.625880902000063,b,1,0.364615294005489,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,20,0,5,b,1,0.26639567600068403,None,5,0,20,1,20.634558680998452,,,,,20.626437256003555,20.634558680998452,21.124731085001258,21.124731085001258,21.124731085001258,21.392773362997104,b,1,0.26639567600068403,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,21,1,5,r,1,0.5305387850021361,None,5,1,21,2,21.403221950000443,,,,,21.395238429002347,21.403221950000443,21.891498498996953,21.891498498996953,21.891498498996953,22.4256455049981,r,1,0.5305387850021361,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,22,2,5,b,1,0.43950836599833565,None,5,2,22,3,22.43400556800043,,,,,22.426197266999225,22.43400556800043,22.924510734999785,22.924510734999785,22.924510734999785,23.365702237999358,b,1,0.43950836599833565,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,23,3,5,r,1,0.43001282600016566,None,5,3,23,0,23.377410601999145,,,,,23.368047090996697,23.377410601999145,23.86590344599972,23.86590344599972,23.86590344599972,24.298822990996996,r,1,0.43001282600016566,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,24,0,6,b,1,0.3615117340013967,None,6,0,24,3,24.32389993799734,,,,,24.30115942900011,24.32389993799734,24.799417431997426,24.799417431997426,24.799417431997426,25.16554167400318,b,1,0.3615117340013967,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,25,1,6,b,1,0.36347689099784475,None,6,1,25,1,25.177588692997233,,,,,25.168152885999007,25.177588692997233,25.66633979699691,25.66633979699691,25.66633979699691,26.032172411003557,b,1,0.36347689099784475,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,26,2,6,r,1,0.5546226910009864,None,6,2,26,0,26.04089786399709,,,,,26.032735394001065,26.04089786399709,26.531221167002514,26.531221167002514,26.531221167002514,27.091982960002497,r,1,0.5546226910009864,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,27,3,6,r,1,0.30906442899868125,None,6,3,27,2,27.102092266002728,,,,,27.09432687100343,27.102092266002728,27.582746186002623,27.582746186002623,27.582746186002623,27.89915392099647,r,1,0.30906442899868125,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,28,0,7,b,1,0.45657229400239885,None,7,0,28,1,27.910825968996505,,,,,27.90147827599867,27.910825968996505,28.40012960600143,28.40012960600143,28.40012960600143,28.85924636800337,b,1,0.45657229400239885,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,29,1,7,b,1,0.30331315199873643,None,7,1,29,3,28.87034101699828,,,,,28.8616137909994,28.87034101699828,29.358394527997007,29.358394527997007,29.358394527997007,29.666309286003525,b,1,0.30331315199873643,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,30,2,7,r,1,0.4895809880035813,None,7,2,30,2,29.675231604000146,,,,,29.666854153001623,29.675231604000146,30.16606541499641,30.16606541499641,30.16606541499641,30.658780202000344,r,1,0.4895809880035813,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,31,3,7,r,1,0.32666090799466474,None,7,3,31,0,30.669637166996836,,,,,30.66112906699709,30.669637166996836,31.15795931700268,31.15795931700268,31.15795931700268,31.491859513000236,r,1,0.32666090799466474,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,32,0,8,r,1,0.44235662200662773,None,8,0,32,2,31.502604897999845,,,,,31.494791896002425,31.502604897999845,31.983198228997935,31.983198228997935,31.983198228997935,32.432915728997614,r,1,0.44235662200662773,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,33,1,8,b,1,0.39625304400397,None,8,1,33,3,32.44179997500032,,,,,32.433469522999076,32.44179997500032,32.93241254599707,32.93241254599707,32.93241254599707,33.332382751003024,b,1,0.39625304400397,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,34,2,8,b,1,0.2539307440019911,None,8,2,34,1,33.34399958299764,,,,,33.334696347003046,33.34399958299764,33.83263444199838,33.83263444199838,33.83263444199838,34.09199048799928,b,1,0.2539307440019911,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,35,3,8,r,1,0.5513531579999835,None,8,3,35,0,34.10036504599702,,,,,34.092525109001144,34.10036504599702,34.58202764699672,34.58202764699672,34.58202764699672,35.14204777999839,r,1,0.5513531579999835,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,red,I,r,36,0,9,r,1,0.36734312099724775,None,9,0,36,2,35.15217953899992,,,,,35.14441372500005,35.15217953899992,35.633037945997785,35.633037945997785,35.633037945997785,36.008874209997884,r,1,0.36734312099724775,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
BLUE,blue,C,b,37,1,9,b,1,0.3904700440034503,None,9,1,37,3,36.017635987001995,,,,,36.00953304400173,36.017635987001995,36.507857096003136,36.507857096003136,36.507857096003136,36.90860095000244,b,1,0.3904700440034503,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,blue,I,b,38,2,9,b,1,0.5279968000031658,None,9,2,38,1,36.918835147997015,,,,,36.91100814299716,36.918835147997015,37.39936711000337,37.39936711000337,37.39936711000337,37.93239825600176,b,1,0.5279968000031658,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
RED,red,C,r,39,3,9,r,1,0.3155667790051666,None,9,3,39,0,37.941183378999995,,,,,37.93296153900155,37.941183378999995,38.43279714899836,38.43279714899836,38.43279714899836,38.75849007200304,r,1,0.3155667790051666,None,,,,,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.75862410200352,38.76748487899749,39.763665063997905,39.75802036999812,03,001,2025-08-26_09h37.03.210,stroop,,2025.1.1,81.33220128848838,2025-08-26 09h38.56.873009 +0530,
