word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,text_3.started,text_3.stopped,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,red,C,r,28,0,7,r,1,0.37399421299778624,None,7,0,28,0,31.5360665939952,,,,,31.527048085998103,31.5360665939952,32.02545831899624,32.02545831899624,32.02545831899624,32.40946139500011,r,1,0.37399421299778624,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
RED,blue,I,b,29,1,7,r,0,0.4032629870052915,None,7,1,29,1,32.418661235999025,,,,,32.41000714300026,32.418661235999025,32.90026601799764,32.90026601799764,32.90026601799764,33.30944788399938,r,0,0.4032629870052915,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
BLUE,blue,C,b,30,2,7,b,1,0.6403720620000968,None,7,2,30,3,33.32025827399775,,,,,33.31205105799745,33.32025827399775,33.800027430996124,33.800027430996124,33.800027430996124,34.443105890997685,b,1,0.6403720620000968,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
BLUE,red,I,r,31,3,7,r,1,0.6121484129980672,None,7,3,31,2,34.45168679799826,,,,,34.44365470399498,34.45168679799826,34.94219358999544,34.94219358999544,34.94219358999544,35.559897469000134,r,1,0.6121484129980672,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
RED,red,C,r,32,0,8,r,1,1.013545385998441,None,8,0,32,0,35.57100609599729,,,,,35.562266118999105,35.57100609599729,36.05776891899586,36.05776891899586,36.05776891899586,37.07643498999823,r,1,1.013545385998441,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
BLUE,red,I,r,33,1,8,r,1,0.649730573000852,None,8,1,33,2,37.087597327001276,,,,,37.07877425100014,37.087597327001276,37.57552411499637,37.57552411499637,37.57552411499637,38.22658973799844,r,1,0.649730573000852,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
RED,blue,I,b,34,2,8,b,1,0.4667359189988929,None,8,2,34,1,38.23707688799914,,,,,38.22895073900145,38.23707688799914,38.72550166399742,38.72550166399742,38.72550166399742,39.20003848199849,b,1,0.4667359189988929,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
BLUE,blue,C,b,35,3,8,b,1,0.4007821720006177,None,8,3,35,3,39.21213692499441,,,,,39.202413930994226,39.21213692499441,39.7004636329948,39.7004636329948,39.7004636329948,40.109288464998826,b,1,0.4007821720006177,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
BLUE,blue,C,b,36,0,9,b,1,0.6099616430001333,None,9,0,36,3,40.11844901199947,,,,,40.10982723200141,40.11844901199947,40.60017718099698,40.60017718099698,40.60017718099698,41.21706346800056,b,1,0.6099616430001333,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
RED,blue,I,b,37,1,9,b,1,0.9762015679953038,None,9,1,37,1,41.2289627719947,,,,,41.21992682799464,41.2289627719947,41.71591841999907,41.71591841999907,41.71591841999907,42.69996639299643,b,1,0.9762015679953038,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
BLUE,red,I,r,38,2,9,r,1,0.5342239550009253,None,9,2,38,2,42.712104970996734,,,,,42.70252207700105,42.712104970996734,43.19973640299577,43.19973640299577,43.19973640299577,43.742865241998516,r,1,0.5342239550009253,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
RED,red,C,r,39,3,9,r,1,0.4671719729958568,None,9,3,39,0,43.75422980800067,,,,,43.74551598099788,43.75422980800067,44.2337863549983,44.2337863549983,44.2337863549983,44.70943703300145,r,1,0.4671719729958568,None,,,,,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.709574148000684,44.71873518299981,45.71459804099868,45.70881864900002,02,001,2025-08-26_09h34.59.925,stroop,,2025.1.1,89.5189134500682,2025-08-26 09h35.11.304001 +0530,
