prime,target,relation,target_type,correct_key,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,instr_text.started,instr_key.started,trial.stopped,instr_key.keys,instr_key.rt,instr_key.duration,fixation.started,fixation1.started,fixation1.stopped,fixation.stopped,prime.started,prime_text.started,prime.stopped,gap.started,gap1.started,gap.stopped,target_response.started,target_text.started,key_resp.started,target_text.stopped,target_response.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,response,correct,prime_text.stopped,gap1.stopped,iti.started,text.started,text.stopped,iti.stopped,end.started,end_text.started,end_key.started,end.stopped,end_key.keys,end_key.rt,end_key.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
teacher,bananaz,unrelated,nonword,z,8,8,0,z,1,1.471829540998442,None,0,8,8,79,26.357907833000354,,,,,,,,,,,,,26.347815375003847,26.357907833000354,26.495601166003325,26.495682125001622,26.502223791001597,26.535707458002435,26.539440083004592,26.56184333300189,26.56184333300189,,28.037951208003506,z,1,1.471829540998442,None,z,True,26.502223791001597,26.56184333300189,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
phone,callz,related,nonword,z,9,9,0,z,1,0.963537957999506,None,0,9,9,57,28.047922124998877,,,,,,,,,,,,,28.038375541000278,28.047922124998877,28.18610583300324,28.1861546250002,28.195471250000992,28.229438957998354,28.233370665999246,28.240080583003873,28.240080583003873,,29.214858625004126,z,1,0.963537957999506,None,z,True,28.195471250000992,28.240080583003873,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
bread,butter,related,word,m,10,10,0,m,1,1.2785892090032576,None,0,10,10,3,29.22491683300177,,,,,,,,,,,,,29.215289749998192,29.22491683300177,29.36243429100432,29.36250508300145,29.368943665998813,29.40233862500463,29.405965999998443,29.413023207998776,29.413023207998776,,30.698480083003233,m,1,1.2785892090032576,None,m,True,29.368943665998813,29.413023207998776,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
ball,mirrord,unrelated,nonword,z,11,11,0,z,1,1.4970637500009616,None,0,11,11,98,30.712367041000107,,,,,,,,,,,,,30.698879499999748,30.712367041000107,30.845364250002604,30.845446040999377,30.86222004100273,30.896108207998623,30.89995804100181,30.90654762500344,30.90654762500344,32.40181445800408,32.41455158300232,z,1,1.4970637500009616,None,z,True,30.86222004100273,30.90654762500344,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
king,marker,unrelated,word,m,12,12,0,m,1,1.0342480420003994,None,0,12,12,38,32.424880541002494,,,,,,,,,,,,,32.41498420800053,32.424880541002494,32.5627097079996,32.56276008300483,32.5691159160051,32.602745583004435,32.60638625000138,32.628308874998766,32.628308874998766,,33.67083616599848,m,1,1.0342480420003994,None,m,True,32.5691159160051,32.628308874998766,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
rain,cloud,related,word,m,13,13,0,m,1,1.0539436249964638,None,0,13,13,17,33.68164741600049,,,,,,,,,,,,,33.67122695800208,33.68164741600049,33.822108375003154,33.822163249998994,33.82878570799949,33.862730875000125,33.86696620799921,33.873579791004886,33.873579791004886,,34.93092104099924,m,1,1.0539436249964638,None,m,True,,33.873579791004886,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
pen,shoep,unrelated,nonword,z,14,14,0,z,1,0.9919751670022379,None,0,14,14,93,34.94151604099898,,,,,,,,,,,,,34.9314015830023,34.94151604099898,35.079076207999606,35.07916804100387,35.08564245799789,35.119206125003984,35.12346812499891,35.130531957998755,35.130531957998755,,36.13118475000374,z,1,0.9919751670022379,None,z,True,35.08564245799789,35.130531957998755,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
king,queenm,related,nonword,z,15,15,0,z,1,1.174471625003207,None,0,15,15,63,36.14163087500492,,,,,,,,,,,,,36.131760166004824,36.14163087500492,36.279069958000036,36.27914170800068,36.285672582998814,36.319223291000526,36.32276795800135,36.34495454100397,36.34495454100397,,37.53106729099818,z,1,1.174471625003207,None,z,True,36.285672582998814,36.34495454100397,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
shirt,cloth,related,word,m,16,16,0,m,1,0.777626874994894,None,0,16,16,16,37.541559541001334,,,,,,,,,,,,,37.531529332998616,37.541559541001334,37.681355458000326,37.68144074999873,37.68887662500492,37.72940075000224,37.73324345800211,37.73982508300105,37.73982508300105,,38.52124658300454,m,1,0.777626874994894,None,m,True,37.68887662500492,37.73982508300105,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
fire,blanket,unrelated,word,m,17,17,0,m,1,1.2589437080023345,None,0,17,17,39,38.53190529099811,,,,,,,,,,,,,38.52181220800412,38.53190529099811,38.668902666002396,38.66894570799923,38.67906129100447,38.7126686660049,38.71701520799979,38.723520958003064,38.723520958003064,,39.98815133300377,m,1,1.2589437080023345,None,m,True,38.67906129100447,38.723520958003064,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
music,platek,unrelated,nonword,z,18,18,0,z,1,1.324778875001357,None,0,18,18,87,39.998588458001905,,,,,,,,,,,,,39.98855245800223,39.998588458001905,40.13552716599952,40.13558000000194,40.14538200000243,40.17898295800114,40.182763541000895,40.18963700000313,40.18963700000313,,41.521268083000905,z,1,1.324778875001357,None,z,True,40.14538200000243,40.18963700000313,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
phone,call,related,word,m,19,19,0,m,1,0.8360633339980268,None,0,19,19,7,41.5322712499983,,,,,,,,,,,,,41.521735250003985,41.5322712499983,41.66958987500402,41.66964262499823,41.67842424999981,41.712817250001535,41.717583582998486,41.724315583000134,41.724315583000134,,42.563964624998334,m,1,0.8360633339980268,None,m,True,41.67842424999981,41.724315583000134,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
shoe,keyboard,unrelated,word,m,20,20,0,m,1,0.9484219169971766,None,0,20,20,46,42.57428008300485,,,,,,,,,,,,,42.56432616600068,42.57428008300485,42.71460120800475,42.714691291002964,42.722369583003456,42.76293750000332,42.767164333003166,42.773959999998624,42.773959999998624,,43.73130762499932,m,1,0.9484219169971766,None,m,True,42.722369583003456,42.773959999998624,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
road,candley,unrelated,nonword,z,21,21,0,z,1,0.8120652919969871,None,0,21,21,94,43.74155608300498,,,,,,,,,,,,,43.73170595800184,43.74155608300498,43.87889383300353,43.878957749999245,43.89608104099898,43.929544040998735,43.93341341600171,43.94022995800333,43.94022995800333,,44.75434541600407,z,1,0.8120652919969871,None,z,True,43.89608104099898,43.94022995800333,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
tree,leaf,related,word,m,22,22,0,m,1,1.0723687499994412,None,0,22,22,20,44.76494525000453,,,,,,,,,,,,,44.754753291003,44.76494525000453,44.90208412500215,44.90213162500004,44.91243791599845,44.9460205409996,44.950039708004624,44.95694054100022,44.95694054100022,,46.037843541002076,m,1,1.0723687499994412,None,m,True,44.91243791599845,44.95694054100022,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
cup,teaf,related,nonword,z,23,23,0,z,1,1.607064875002834,None,0,23,23,65,46.04790325000067,,,,,,,,,,,,,46.03825112499908,46.04790325000067,46.18631937500322,46.186384790999,46.19537275000039,46.22895866600447,46.23265054100193,46.23916866600484,46.23916866600484,47.735222708004585,47.85293525000452,z,1,1.607064875002834,None,z,True,46.19537275000039,46.23916866600484,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
salt,peppero,related,nonword,z,24,24,0,z,1,1.413694957998814,None,0,24,24,72,47.86366362500121,,,,,,,,,,,,,47.853226874998654,47.86366362500121,48.00217212500138,48.00223750000441,48.012377625003865,48.045960916002514,48.05183291600406,48.05853845800448,48.05853845800448,,49.48084137499973,z,1,1.413694957998814,None,z,True,48.012377625003865,48.05853845800448,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
pen,shoe,unrelated,word,m,25,25,0,m,1,0.908247958002903,None,0,25,25,43,49.491639083003975,,,,,,,,,,,,,49.48130566599866,49.491639083003975,49.62884845799999,49.62892004100286,49.63552820800396,49.66877033300261,49.67164437500469,49.67891899999813,49.67891899999813,,50.596622500001104,m,1,0.908247958002903,None,m,True,49.63552820800396,49.67891899999813,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
flower,bottlev,unrelated,nonword,z,26,26,0,z,1,1.615968124999199,None,0,26,26,99,50.60555387500062,,,,,,,,,,,,,50.59686308300297,50.60555387500062,50.74541195799975,50.745488416003354,50.75216479100345,50.78615916600393,50.79179654100153,50.79817487500259,50.79817487500259,52.29563637499814,52.42058458300016,z,1,1.615968124999199,None,z,True,50.75216479100345,50.79817487500259,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
fire,heatt,related,nonword,z,27,27,0,m,0,1.0487034999969183,None,0,27,27,64,52.43123720800213,,,,,,,,,,,,,52.420984290998604,52.43123720800213,52.569007999998576,52.56908154099801,52.578693208000914,52.612224707998394,52.61576087499998,52.62239420800324,52.62239420800324,,53.680759750001016,m,0,1.0487034999969183,None,m,False,52.578693208000914,52.62239420800324,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
book,hammer,unrelated,word,m,28,28,0,m,1,3.8768788750021486,None,0,28,28,33,53.69101204100298,,,,,,,,,,,,,53.68117662500299,53.69101204100298,53.82916337500501,53.82923100000335,53.835568250004144,53.868883208000625,53.87317237500247,53.88018033299886,53.88018033299886,55.3789342079981,57.764536791000864,m,1,3.8768788750021486,None,m,True,53.835568250004144,53.88018033299886,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
heart,mountain,unrelated,word,m,29,29,0,m,1,0.9990213329947437,None,0,29,29,36,57.773339541003224,,,,,,,,,,,,,57.76493191600457,57.773339541003224,57.91199941599916,57.91208175000065,57.91882400000031,57.95294987499801,57.95723537500453,57.963925208001456,57.963925208001456,,58.97109166600421,m,1,0.9990213329947437,None,m,True,57.91882400000031,57.963925208001456,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
cat,pencilu,unrelated,nonword,z,30,30,0,z,1,0.8577825829997892,None,0,30,30,76,58.981400333002966,,,,,,,,,,,,,58.97149754100246,58.981400333002966,59.11903404100303,59.11907891600276,59.12897166600305,59.16242512500321,59.16631600000255,59.173154208001506,59.173154208001506,,60.03757529100403,z,1,0.8577825829997892,None,z,True,59.12897166600305,59.173154208001506,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
flower,petaln,related,nonword,z,31,31,0,z,1,0.8773654579999857,None,0,31,31,74,60.04826229099854,,,,,,,,,,,,,60.037993999998434,60.04826229099854,60.186627041002794,60.18669020800007,60.19483566599956,60.22926037500292,60.232924583004205,60.239607666000666,60.239607666000666,,61.12139283300348,z,1,0.8773654579999857,None,z,True,60.19483566599956,60.239607666000666,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
shoe,sock,related,word,m,32,32,0,m,1,0.9561298749977141,None,0,32,32,21,61.131983500003116,,,,,,,,,,,,,61.121848624999984,61.131983500003116,61.268803166,61.268845250000595,61.27857670799858,61.31244745800359,61.315901583002415,61.32277029100078,61.32277029100078,,62.28117329100496,m,1,0.9561298749977141,None,m,True,61.27857670799858,61.32277029100078,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
salt,camerao,unrelated,nonword,z,33,33,0,z,1,1.404829625003913,None,0,33,33,97,62.29157437499816,,,,,,,,,,,,,62.28168470800301,62.29157437499816,62.42898087500362,62.42903691600077,62.43547362500249,62.469011125002,62.47255787500035,62.49497670800338,62.49497670800338,,63.903673375003564,z,1,1.404829625003913,None,z,True,62.43547362500249,62.49497670800338,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
heart,beat,related,word,m,34,34,0,m,1,0.6477443339972524,None,0,34,34,11,63.91461170800176,,,,,,,,,,,,,63.90406654099934,63.91461170800176,64.05561316600506,64.0556750830001,64.06231466600002,64.09562979100156,64.09934150000481,64.1061606660005,64.1061606660005,,64.76400608300173,m,1,0.6477443339972524,None,m,True,,64.1061606660005,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
pen,paper,related,word,m,35,35,0,m,1,0.9539386660035234,None,0,35,35,18,64.77410650000093,,,,,,,,,,,,,64.76437233300385,64.77410650000093,64.91277408300084,64.91283074999956,64.91930487500213,64.95254095800192,64.95693191600003,64.96386633300426,64.96386633300426,,65.92021208300139,m,1,0.9539386660035234,None,m,True,64.91930487500213,64.96386633300426,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
music,songy,related,nonword,z,36,36,0,z,1,0.6609267089952482,None,0,36,36,62,65.93065058300272,,,,,,,,,,,,,65.92061462499987,65.93065058300272,66.07173716599937,66.07179008299863,66.07875087499997,66.11218329099938,66.11606900000334,66.12286120800127,66.12286120800127,,66.78716766599973,z,1,0.6609267089952482,None,z,True,,66.12286120800127,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
road,streetq,related,nonword,z,37,37,0,z,1,1.1800473749972298,None,0,37,37,69,66.79808412500279,,,,,,,,,,,,,66.78760845799843,66.79808412500279,66.93566624999949,66.93572191600106,66.94562008300272,66.97924125000281,66.98322087500128,66.98978295800043,66.98978295800043,,68.18126770800154,z,1,1.1800473749972298,None,z,True,66.94562008300272,66.98978295800043,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
cat,dog,related,word,m,38,38,0,m,1,0.8010243750031805,None,0,38,38,1,68.19181662500341,,,,,,,,,,,,,68.18182004099799,68.19181662500341,68.32859683300194,68.32866258300055,68.33488633300294,68.3679176250007,68.37103091600147,68.38468037499842,68.38468037499842,,69.18744687500293,m,1,0.8010243750031805,None,m,True,68.33488633300294,68.38468037499842,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
ball,game,related,word,m,39,39,0,m,1,0.9282662500045262,None,0,39,39,23,69.19778845800465,,,,,,,,,,,,,69.18781350000063,69.19778845800465,69.33660408300057,69.33665291600482,69.34481020800013,69.3793880000012,69.38361316599912,69.39044295799977,69.39044295799977,,70.33100566600478,m,1,0.9282662500045262,None,m,True,69.34481020800013,69.39044295799977,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
book,page,related,word,m,40,40,0,m,1,0.7462232499965467,None,0,40,40,8,70.3414120410016,,,,,,,,,,,,,70.33143870800268,70.3414120410016,70.47911170800216,70.47919075000391,70.48552879100316,70.5182363749991,70.52123725000274,70.528515375001,70.528515375001,,71.28102145800221,m,1,0.7462232499965467,None,m,True,70.48552879100316,70.528515375001,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
book,hammerr,unrelated,nonword,z,41,41,0,z,1,0.6682616249963758,None,0,41,41,83,71.2912605829988,,,,,,,,,,,,,71.28145954100182,71.2912605829988,71.43048737500067,71.43056320799951,71.43795095800306,71.47880741600238,71.48384016600176,71.49041720799869,71.49041720799869,,72.16342483300105,z,1,0.6682616249963758,None,z,True,71.43795095800306,71.49041720799869,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
sun,lighta,related,nonword,z,42,42,0,z,1,0.7129857920008362,None,0,42,42,52,72.17395812500035,,,,,,,,,,,,,72.16385358299885,72.17395812500035,72.31249604099867,72.3125746250007,72.31921466600033,72.3526092500033,72.35656629100413,72.36368125000445,72.36368125000445,,73.08027391599899,z,1,0.7129857920008362,None,z,True,72.31921466600033,72.36368125000445,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
king,queen,related,word,m,43,43,0,m,1,0.6958733329956885,None,0,43,43,13,73.09087554099824,,,,,,,,,,,,,73.08085745800054,73.09087554099824,73.22941991600237,73.22948633300257,73.23596929100313,73.26933333300258,73.27316620800411,73.27983570800279,73.27983570800279,,73.98046179100493,m,1,0.6958733329956885,None,m,True,73.23596929100313,73.27983570800279,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
teacher,studenth,related,nonword,z,44,44,0,z,1,1.1424819160019979,None,0,44,44,54,73.99108941599843,,,,,,,,,,,,,73.98089125000115,73.99108941599843,74.12943245800125,74.12951770800282,74.13752216599823,74.17929374999949,74.18317175000266,74.19009899999946,74.19009899999946,,75.33746229100507,z,1,1.1424819160019979,None,z,True,74.13752216599823,74.19009899999946,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
fire,heat,related,word,m,45,45,0,m,1,0.7584671250006068,None,0,45,45,14,75.34804516599979,,,,,,,,,,,,,75.33788170800108,75.34804516599979,75.48586533300113,75.4859223329986,75.49555441600387,75.52923429100338,75.53329245799978,75.54018100000394,75.54018100000394,,76.3044445830019,m,1,0.7584671250006068,None,m,True,75.49555441600387,75.54018100000394,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
bread,music,unrelated,word,m,46,46,0,m,1,0.7177422500026296,None,0,46,46,28,76.31462829100201,,,,,,,,,,,,,76.30488616599905,76.31462829100201,76.45106179099821,76.45110191599815,76.46187954099878,76.49585545800073,76.49993920799898,76.50684641599946,76.50684641599946,,77.23016566599836,m,1,0.7177422500026296,None,m,True,76.46187954099878,76.50684641599946,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
shirt,riverl,unrelated,nonword,z,47,47,0,z,1,0.5920326670020586,None,0,47,47,91,77.24046666600043,,,,,,,,,,,,,77.23054629100079,77.24046666600043,77.37921508300496,77.37929854100366,77.38587320800434,77.42875508300494,77.43300545799866,77.43961308299913,77.43961308299913,,78.03764645800402,z,1,0.5920326670020586,None,z,True,77.38587320800434,77.43961308299913,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
mother,child,related,word,m,48,48,0,m,1,0.7997043750001467,None,0,48,48,5,78.04867270799878,,,,,,,,,,,,,78.03811833300279,78.04867270799878,78.18843866600218,78.18848774999788,78.19507583299855,78.22921266600315,78.23324679100187,78.23986837499979,78.23986837499979,,79.047453666004,m,1,0.7997043750001467,None,m,True,,78.23986837499979,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
river,waterr,related,nonword,z,49,49,0,z,1,1.320593625001493,None,0,49,49,59,79.05795379100164,,,,,,,,,,,,,79.04799112500041,79.05795379100164,79.19455658300285,79.19461658300133,79.2009000830003,79.23527883300267,79.23888312499912,79.24592125000345,79.24592125000345,,80.57033650000085,z,1,1.320593625001493,None,z,True,79.2009000830003,79.24592125000345,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
music,song,related,word,m,50,50,0,m,1,0.7264203750019078,None,0,50,50,12,80.58153537500039,,,,,,,,,,,,,80.57075800000166,80.58153537500039,80.71926412500034,80.71931558300275,80.72869295800047,80.76243241599877,80.76632062499993,80.77304416600236,80.77304416600236,,81.50390333300311,m,1,0.7264203750019078,None,m,True,80.72869295800047,80.77304416600236,,,,,,,,,,,,07,001,2025-11-18_10h38.32.868,solo project,,2025.1.1,120.40625020722361,2025-11-18 10h38.38.386309 +0530,
