pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-50,x,0,0,0,x,1,0.291502204,None,,,,,0,0,0,0,,,,,0.041830711,,0.021672205,0.041830711,0.995585523,0.995585523,0.995585523,0.995585523,1.033296691,1.992697603,1.992697603,2.61120593,x,1,0.291502204,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
150,v,1,1,0,v,1,0.269800461,None,,,,,0,1,1,1,,,,,2.630903294,,2.611542645,2.630903294,3.607284538,3.607284538,3.607284538,3.607284538,3.62352899,4.607840781,4.607840781,4.883825444,v,1,0.269800461,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
50,c,2,2,0,c,1,0.227721456,None,,,,,0,2,2,2,,,,,4.89219858,,4.884153091,4.89219858,5.88289284,5.88289284,5.88289284,5.88289284,5.889867663,6.87391976,6.87391976,7.108350822,c,1,0.227721456,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
-150,z,3,3,0,z,1,0.229995306,None,,,,,0,3,3,3,,,,,7.116954086,,7.108677238,7.116954086,8.107429108,8.107429108,8.107429108,8.107429108,8.107429108,9.107623436,9.107623436,9.34190012,z,1,0.229995306,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
-50,x,4,0,1,x,1,0.519825327,None,,,,,1,0,4,0,,,,,9.350651796,,9.342222623,9.350651796,10.3413834,10.3413834,10.3413834,10.3413834,10.3413834,11.34160425,11.34160425,11.86762596,x,1,0.519825327,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
150,v,5,1,1,v,1,0.262959411,None,,,,,1,1,5,1,,,,,11.8766717,,11.86798408,11.8766717,12.86613279,12.86613279,12.86613279,12.86613279,12.8730073,13.86626734,13.86626734,14.1338973,v,1,0.262959411,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
50,c,6,2,1,c,1,0.442117753,None,,,,,1,2,6,2,,,,,14.14202104,,14.13420975,14.14202104,15.13291499,15.13291499,15.13291499,15.13291499,15.14018078,16.13200435,16.13200435,16.58357232,c,1,0.442117753,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
-150,z,7,3,1,z,1,0.238604871,None,,,,,1,3,7,3,,,,,16.59160428,,16.58388075,16.59160428,17.5738229,17.5738229,17.5738229,17.5738229,17.58979787,18.57346831,18.57346831,18.81711785,z,1,0.238604871,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
-50,x,8,0,2,x,1,0.216965612,None,,,,,2,0,8,0,,,,,18.82562361,,18.81744166,18.82562361,19.80739735,19.80739735,19.80739735,19.80739735,19.82316334,20.81609359,20.81609359,21.0409771,x,1,0.216965612,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
150,v,9,1,2,v,1,0.249696895,None,,,,,2,1,9,1,,,,,21.04979096,,21.04132074,21.04979096,22.04018807,22.04018807,22.04018807,22.04018807,22.04018807,23.04026508,23.04026508,23.30038548,v,1,0.249696895,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
50,c,10,2,2,c,1,0.523179,None,,,,,2,2,10,2,,,,,23.30885453,,23.30077801,23.30885453,24.29000766,24.29000766,24.29000766,24.29000766,24.30656894,25.2906324,25.2906324,25.8171357,c,1,0.523179,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
-150,z,11,3,2,z,1,0.571898069,None,,,,,2,3,11,3,,,,,25.82599713,,25.81746509,25.82599713,26.81607648,26.81607648,26.81607648,26.81607648,26.82361174,27.81568768,27.81568768,28.39090118,z,1,0.571898069,None,,,,,,,,,,,,,,,3,1,2025-10-02_17h39.23.564,Motor Sequence Learning,,2025.1.1,84.45551774,2025-10-02 17h39.32.852783 +0530
