thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
11,0,11,[np.float64(-0.47555555555555556)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.4118752390495501],['target'],11,0,11,0,14.524309945991263,,10,14.503992436977569,14.524309945991263,14.524309945991263,0.08339210698613897,15.915974137955345,[np.float64(-0.47555555555555556)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.4118752390495501],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
12,0,12,[np.float64(-0.2611111111111111)],[np.float64(0.12222222222222222)],[1],[0],[0],[1.1785114189842716],['target'],12,0,12,0,16.02204203797737,,10,16.00086410494987,16.02204203797737,16.02204203797737,0.0846673269988969,17.179465757973958,[np.float64(-0.2611111111111111)],[np.float64(0.12222222222222222)],[1],[0],[0],[1.1785114189842716],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
13,0,13,[np.float64(0.32666666666666666)],[np.float64(0.0077777777777777776)],[1],[0],[0],[1.056057919980958],['target'],13,0,13,0,17.282887404959183,,10,17.26195497799199,17.282887404959183,17.282887404959183,0.08230413601268083,18.318125164951198,[np.float64(0.32666666666666666)],[np.float64(0.0077777777777777776)],[1],[0],[0],[1.056057919980958],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
14,0,14,[np.float64(-0.22)],[np.float64(0.2677777777777778)],[1],[0],[0],[0.9327381670009345],['target'],14,0,14,0,18.377504399977624,,5,18.36176295299083,18.377504399977624,18.377504399977624,0.043414698040578514,19.294607226969674,[np.float64(-0.22)],[np.float64(0.2677777777777778)],[1],[0],[0],[0.9327381670009345],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
15,0,15,[np.float64(-0.07222222222222222)],[np.float64(0.043333333333333335)],[1],[0],[0],[0.9970543219824322],['target'],15,0,15,0,19.3974561879877,,10,19.376678899978288,19.3974561879877,19.3974561879877,0.08189232199219987,20.373838262981735,[np.float64(-0.07222222222222222)],[np.float64(0.043333333333333335)],[1],[0],[0],[0.9970543219824322],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
16,0,16,[np.float64(0.33444444444444443)],[np.float64(0.1711111111111111)],[1],[0],[0],[1.400407636014279],['target'],16,0,16,0,20.477047458000015,,10,20.457247029989958,20.477047458000015,20.477047458000015,0.08319317904533818,21.857764083950315,[np.float64(0.33444444444444443)],[np.float64(0.1711111111111111)],[1],[0],[0],[1.400407636014279],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
17,0,17,[np.float64(-0.07333333333333333)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.4259458190063015],['target'],17,0,17,0,21.961106548958924,,10,21.94141591800144,21.961106548958924,21.961106548958924,0.08342824096325785,23.36746834195219,[np.float64(-0.07333333333333333)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.4259458190063015],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
18,0,18,[np.float64(-0.044444444444444446)],[np.float64(-0.09)],[1],[0],[0],[1.0458586500026286],['target'],18,0,18,0,23.46962187095778,,10,23.449852898949757,23.46962187095778,23.46962187095778,0.08216920105041936,24.495816563954577,[np.float64(-0.044444444444444446)],[np.float64(-0.09)],[1],[0],[0],[1.0458586500026286],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
19,0,19,[np.float64(0.3477777777777778)],[np.float64(0.43333333333333335)],[1],[0],[0],[1.3267512479797006],['target'],19,0,19,0,24.600118307978846,,10,24.578607436968014,24.600118307978846,24.600118307978846,0.08257440302986652,25.905524347967003,[np.float64(0.3477777777777778)],[np.float64(0.43333333333333335)],[1],[0],[0],[1.3267512479797006],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
20,0,20,[np.float64(0.25666666666666665)],[np.float64(-0.14888888888888888)],[1],[0],[0],[1.3381906779832207],['target'],20,0,20,0,26.009941770986188,,10,25.98961305199191,26.009941770986188,26.009941770986188,0.08380605501588434,27.327938325004652,[np.float64(0.25666666666666665)],[np.float64(-0.14888888888888888)],[1],[0],[0],[1.3381906779832207],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
21,0,21,[np.float64(-0.4388888888888889)],[np.float64(-0.04666666666666667)],[1],[0],[0],[1.085134196036961],['target'],21,0,21,0,27.432464097975753,,10,27.41118174797157,27.432464097975753,27.432464097975753,0.08296777901705354,28.496452525956556,[np.float64(-0.4388888888888889)],[np.float64(-0.04666666666666667)],[1],[0],[0],[1.085134196036961],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
22,0,22,[np.float64(-0.38555555555555554)],[np.float64(-0.4311111111111111)],[1],[0],[0],[1.6340571329928935],['target'],22,0,22,0,28.60252965800464,,10,28.581346801947802,28.60252965800464,28.60252965800464,0.0846134009771049,30.215510991984047,[np.float64(-0.38555555555555554)],[np.float64(-0.4311111111111111)],[1],[0],[0],[1.6340571329928935],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
23,0,23,[np.float64(-0.0022222222222222222)],[np.float64(-0.10666666666666667)],[1],[0],[0],[1.0026613960508257],['target'],23,0,23,0,30.273823752999306,,5,30.258465973951388,30.273823752999306,30.273823752999306,0.04273328295676038,31.26123506395379,[np.float64(-0.0022222222222222222)],[np.float64(-0.10666666666666667)],[1],[0],[0],[1.0026613960508257],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
24,0,24,[np.float64(-0.46444444444444444)],[np.float64(-0.4588888888888889)],[1],[0],[0],[1.1578647479764186],['target'],24,0,24,0,31.3184451359557,,5,31.303686515951995,31.3184451359557,31.3184451359557,0.042268799035809934,32.46165880799526,[np.float64(-0.46444444444444444)],[np.float64(-0.4588888888888889)],[1],[0],[0],[1.1578647479764186],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
25,0,25,[np.float64(0.45)],[np.float64(0.4388888888888889)],[1],[0],[0],[1.4993211579858325],['target'],25,0,25,0,32.56538681796519,,10,32.54497003095457,32.56538681796519,32.56538681796519,0.08313342300243676,34.04442658298649,[np.float64(0.45)],[np.float64(0.4388888888888889)],[1],[0],[0],[1.4993211579858325],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
26,0,26,[np.float64(-0.18666666666666668)],[np.float64(-0.43777777777777777)],[1],[0],[0],[1.47516931098653],['target'],26,0,26,0,34.10622113000136,,5,34.091069101996254,34.10622113000136,34.10622113000136,0.04636375099653378,35.56634604197461,[np.float64(-0.18666666666666668)],[np.float64(-0.43777777777777777)],[1],[0],[0],[1.47516931098653],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
27,0,27,[np.float64(0.4677777777777778)],[np.float64(0.24444444444444444)],[1],[0],[0],[1.349626341019757],['target'],27,0,27,0,35.66935010696761,,10,35.649223167973105,35.66935010696761,35.66935010696761,0.08269396499963477,36.99895801197272,[np.float64(0.4677777777777778)],[np.float64(0.24444444444444444)],[1],[0],[0],[1.349626341019757],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
28,0,28,[np.float64(0.29555555555555557)],[np.float64(-0.3333333333333333)],[1],[0],[0],[1.8351482810103334],['target'],28,0,28,0,37.10283122595865,,10,37.08169001096394,37.10283122595865,37.10283122595865,0.08250926499022171,38.916945193952415,[np.float64(0.29555555555555557)],[np.float64(-0.3333333333333333)],[1],[0],[0],[1.8351482810103334],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
29,0,29,[np.float64(-0.006666666666666667)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.0769679609802552],['target'],29,0,29,0,38.97638803097652,,5,38.95949230500264,38.97638803097652,38.97638803097652,0.04232296999543905,40.03659401094774,[np.float64(-0.006666666666666667)],[np.float64(-0.09666666666666666)],[1],[0],[0],[1.0769679609802552],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
30,0,30,[np.float64(0.18333333333333332)],[np.float64(0.3411111111111111)],[1],[0],[0],[1.1819859530078247],['target'],30,0,30,0,40.14196653297404,,10,40.12166996096494,40.14196653297404,40.14196653297404,0.08474747004220262,41.303790609992575,[np.float64(0.18333333333333332)],[np.float64(0.3411111111111111)],[1],[0],[0],[1.1819859530078247],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
31,0,31,[np.float64(-0.2777777777777778)],[np.float64(0.18222222222222223)],[1],[0],[0],[2.1995197830256075],['target'],31,0,31,0,41.36295000498649,,5,41.348030838998966,41.36295000498649,41.36295000498649,0.043953641958069056,43.54764021898154,[np.float64(-0.2777777777777778)],[np.float64(0.18222222222222223)],[1],[0],[0],[2.1995197830256075],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
32,0,32,[np.float64(-0.06666666666666667)],[np.float64(0.2633333333333333)],[1],[0],[0],[0.9373274329700507],['target'],32,0,32,0,43.60773657797836,,5,43.59076037094928,43.60773657797836,43.60773657797836,0.042966421984601766,44.52817916194908,[np.float64(-0.06666666666666667)],[np.float64(0.2633333333333333)],[1],[0],[0],[0.9373274329700507],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
33,0,33,[np.float64(0.19111111111111112)],[np.float64(0.024444444444444446)],[1],[0],[0],[1.3351842060219496],['target'],33,0,33,0,44.63222990295617,,10,44.611782628984656,44.63222990295617,44.63222990295617,0.08345458999974653,45.947083911974914,[np.float64(0.19111111111111112)],[np.float64(0.024444444444444446)],[1],[0],[0],[1.3351842060219496],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
34,0,34,[np.float64(-0.16111111111111112)],[np.float64(-0.3511111111111111)],[1],[0],[0],[1.3488951800391078],['target'],34,0,34,0,46.00836148200324,,5,45.99277132196585,46.00836148200324,46.00836148200324,0.04536947002634406,47.341752523963805,[np.float64(-0.16111111111111112)],[np.float64(-0.3511111111111111)],[1],[0],[0],[1.3488951800391078],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
35,0,35,[np.float64(0.1711111111111111)],[np.float64(-0.2311111111111111)],[1],[0],[0],[1.403367460006848],['target'],35,0,35,0,47.444713553995825,,10,47.424170809972566,47.444713553995825,47.444713553995825,0.08227088901912794,48.82767409097869,[np.float64(0.1711111111111111)],[np.float64(-0.2311111111111111)],[1],[0],[0],[1.403367460006848],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
36,0,36,[np.float64(0.03666666666666667)],[np.float64(0.2777777777777778)],[1],[0],[0],[1.1331906800041907],['target'],36,0,36,0,48.93190904799849,,10,48.911940242978744,48.93190904799849,48.93190904799849,0.0839870129711926,50.04524024896091,[np.float64(0.03666666666666667)],[np.float64(0.2777777777777778)],[1],[0],[0],[1.1331906800041907],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
37,0,37,[np.float64(-0.4388888888888889)],[np.float64(0.20666666666666667)],[1],[0],[0],[1.3841261520283297],['target'],37,0,37,0,50.14814858196769,,10,50.12737714895047,50.14814858196769,50.14814858196769,0.08195180102484301,51.51161060598679,[np.float64(-0.4388888888888889)],[np.float64(0.20666666666666667)],[1],[0],[0],[1.3841261520283297],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
38,0,38,[np.float64(-0.4633333333333333)],[np.float64(0.02)],[1],[0],[0],[1.5319362310110591],['target'],38,0,38,0,51.56849202798912,,5,51.55390919500496,51.56849202798912,51.56849202798912,0.042074903030879796,53.08597656496568,[np.float64(-0.4633333333333333)],[np.float64(0.02)],[1],[0],[0],[1.5319362310110591],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
39,0,39,[np.float64(0.18333333333333332)],[np.float64(-0.3888888888888889)],[1],[0],[0],[2.0266275759786367],['target'],39,0,39,0,53.193421826988924,,10,53.17071455495898,53.193421826988924,53.193421826988924,0.08450929302489385,55.19744506396819,[np.float64(0.18333333333333332)],[np.float64(-0.3888888888888889)],[1],[0],[0],[2.0266275759786367],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
40,0,40,[np.float64(-0.2811111111111111)],[np.float64(0.48333333333333334)],[1],[0],[0],[1.066497786960099],['target'],40,0,40,0,55.2575349509716,,5,55.24030913395109,55.2575349509716,55.2575349509716,0.042642938962671906,56.3068964619888,[np.float64(-0.2811111111111111)],[np.float64(0.48333333333333334)],[1],[0],[0],[1.066497786960099],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
41,0,41,[np.float64(0.3055555555555556)],[np.float64(0.18666666666666668)],[1],[0],[0],[1.3283706119982526],['target'],41,0,41,0,56.40955404494889,,10,56.38850481394911,56.40955404494889,56.40955404494889,0.08146108797518536,57.71698200999526,[np.float64(0.3055555555555556)],[np.float64(0.18666666666666668)],[1],[0],[0],[1.3283706119982526],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
42,0,42,[np.float64(-0.3011111111111111)],[np.float64(0.2388888888888889)],[1],[0],[0],[1.2105052690021694],['target'],42,0,42,0,57.82193614897551,,10,57.79979763895972,57.82193614897551,57.82193614897551,0.08259540400467813,59.01040818798356,[np.float64(-0.3011111111111111)],[np.float64(0.2388888888888889)],[1],[0],[0],[1.2105052690021694],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
43,0,43,[np.float64(0.04777777777777778)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.2998863339889795],['target'],43,0,43,0,59.113834248972125,,10,59.093488643993624,59.113834248972125,59.113834248972125,0.08285983803216368,60.393458928971086,[np.float64(0.04777777777777778)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.2998863339889795],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
44,0,44,[np.float64(-0.37)],[np.float64(0.19555555555555557)],[1],[0],[0],[0.9625051139737479],['target'],44,0,44,0,60.495789960958064,,10,60.476340116991196,60.495789960958064,60.495789960958064,0.08270328200887889,61.43899611296365,[np.float64(-0.37)],[np.float64(0.19555555555555557)],[1],[0],[0],[0.9625051139737479],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
45,0,45,[np.float64(0.24555555555555555)],[np.float64(-0.3711111111111111)],[1],[0],[0],[1.4610713969450444],['target'],45,0,45,0,61.54707491397858,,10,61.52606125100283,61.54707491397858,61.54707491397858,0.08678410499123856,62.9872472389834,[np.float64(0.24555555555555555)],[np.float64(-0.3711111111111111)],[1],[0],[0],[1.4610713969450444],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
46,0,46,[np.float64(0.3611111111111111)],[np.float64(0.23444444444444446)],[1],[0],[0],[1.5322334209922701],['target'],46,0,46,0,63.0443826969713,,5,63.0292395229917,63.0443826969713,63.0443826969713,0.04177148902090266,64.5615604390041,[np.float64(0.3611111111111111)],[np.float64(0.23444444444444446)],[1],[0],[0],[1.5322334209922701],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
47,0,47,[np.float64(0.07888888888888888)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.6293136960011907],['target'],47,0,47,0,64.61797142098658,,5,64.6029768739827,64.61797142098658,64.61797142098658,0.041263737017288804,66.23239628894953,[np.float64(0.07888888888888888)],[np.float64(-0.4388888888888889)],[1],[0],[0],[1.6293136960011907],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
48,0,48,[np.float64(-0.013333333333333334)],[np.float64(-0.33444444444444443)],[1],[0],[0],[1.1425697969971225],['target'],48,0,48,0,66.29167603497626,,5,66.27460066200001,66.29167603497626,66.29167603497626,0.04202546499436721,67.4172783899703,[np.float64(-0.013333333333333334)],[np.float64(-0.33444444444444443)],[1],[0],[0],[1.1425697969971225],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
49,0,49,[np.float64(0.2811111111111111)],[np.float64(-0.43555555555555553)],[1],[0],[0],[1.0709094119956717],['target'],49,0,49,0,67.51907409599517,,10,67.4992457649787,67.51907409599517,67.51907409599517,0.08178717899136245,68.57032369199442,[np.float64(0.2811111111111111)],[np.float64(-0.43555555555555553)],[1],[0],[0],[1.0709094119956717],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
50,0,50,[np.float64(-0.42777777777777776)],[np.float64(0.08)],[1],[0],[0],[1.2498667660402134],['target'],50,0,50,0,68.67506116995355,,10,68.65504144597799,68.67506116995355,68.67506116995355,0.08442499302327633,69.90505413897336,[np.float64(-0.42777777777777776)],[np.float64(0.08)],[1],[0],[0],[1.2498667660402134],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
51,0,51,[np.float64(-0.27)],[np.float64(0.06777777777777778)],[1],[0],[0],[0.8893843910191208],['target'],51,0,51,0,70.00900416699005,,10,69.98910306498874,70.00900416699005,70.00900416699005,0.08375084900762886,70.87859613099135,[np.float64(-0.27)],[np.float64(0.06777777777777778)],[1],[0],[0],[0.8893843910191208],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
52,0,52,[np.float64(0.4411111111111111)],[np.float64(0.18444444444444444)],[1],[0],[0],[1.055900227976963],['target'],52,0,52,0,70.98138871096307,,10,70.96140994498273,70.98138871096307,70.98138871096307,0.08259496599202976,72.01741309196223,[np.float64(0.4411111111111111)],[np.float64(0.18444444444444444)],[1],[0],[0],[1.055900227976963],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
53,0,53,[np.float64(0.4722222222222222)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.5587429629522376],['target'],53,0,53,0,72.12447706097737,,10,72.10234818496974,72.12447706097737,72.12447706097737,0.08471461501903832,73.6612310979981,[np.float64(0.4722222222222222)],[np.float64(-0.4222222222222222)],[1],[0],[0],[1.5587429629522376],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
54,0,54,[np.float64(0.09222222222222222)],[np.float64(-0.15)],[1],[0],[0],[1.3445672150119208],['target'],54,0,54,0,73.76464546698844,,10,73.74350693699671,73.76464546698844,73.76464546698844,0.08205063204513863,75.0882213509758,[np.float64(0.09222222222222222)],[np.float64(-0.15)],[1],[0],[0],[1.3445672150119208],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
55,0,55,[np.float64(0.042222222222222223)],[np.float64(0.42)],[1],[0],[0],[1.390249913034495],['target'],55,0,55,0,75.19352438597707,,10,75.17135922197485,75.19352438597707,75.19352438597707,0.08285382797475904,76.56170368398307,[np.float64(0.042222222222222223)],[np.float64(0.42)],[1],[0],[0],[1.390249913034495],['target'],05,001,2025-09-29_15h04.16.457,Visual Search,,2025.1.1,92.73968545305074,2025-09-29 15h04.26.301007 +0530,
