thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
20,0,20,[np.float64(-0.46444444444444444)],[np.float64(0.04)],[1],[0],[0],[1.2378384689800441],['target'],20,0,20,0,84.82892646896653,,5,84.81307007500436,84.82892646896653,84.82892646896653,0.043121496972162277,86.05104613600997,[np.float64(-0.46444444444444444)],[np.float64(0.04)],[1],[0],[0],[1.2378384689800441],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
21,0,21,[np.float64(-0.23444444444444446)],[np.float64(-0.3622222222222222)],[1],[0],[0],[2.723187555966433],['target'],21,0,21,0,86.11123940796824,,5,86.09454519196879,86.11123940796824,86.11123940796824,0.043271497008390725,88.81787170795724,[np.float64(-0.23444444444444446)],[np.float64(-0.3622222222222222)],[1],[0],[0],[2.723187555966433],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
22,0,22,[np.float64(-0.4122222222222222)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.4663835529936478],['target'],22,0,22,0,88.92303239100147,,10,88.90140713698929,88.92303239100147,88.92303239100147,0.0833050889777951,90.36790227796882,[np.float64(-0.4122222222222222)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.4663835529936478],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
23,0,23,[np.float64(0.08333333333333333)],[np.float64(-0.3277777777777778)],[1],[0],[0],[1.27571016701404],['target'],23,0,23,0,90.47121783997864,,10,90.45070599199971,90.47121783997864,90.47121783997864,0.08258927700808272,91.72655971097993,[np.float64(0.08333333333333333)],[np.float64(-0.3277777777777778)],[1],[0],[0],[1.27571016701404],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
24,0,24,[np.float64(-0.4588888888888889)],[np.float64(-0.12111111111111111)],[1],[0],[0],[1.2224832539795898],['target'],24,0,24,0,91.78415312699508,,5,91.76953287998913,91.78415312699508,91.78415312699508,0.042692171002272516,92.99215456499951,[np.float64(-0.4588888888888889)],[np.float64(-0.12111111111111111)],[1],[0],[0],[1.2224832539795898],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
25,0,25,[np.float64(0.2722222222222222)],[np.float64(0.3622222222222222)],[1],[0],[0],[1.9146256700041704],['target'],25,0,25,0,93.09892200800823,,10,93.07547937898198,93.09892200800823,93.09892200800823,0.0830931660020724,94.99021360400366,[np.float64(0.2722222222222222)],[np.float64(0.3622222222222222)],[1],[0],[0],[1.9146256700041704],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
26,0,26,[np.float64(0.04888888888888889)],[np.float64(0.21555555555555556)],[1],[0],[0],[1.2876699370099232],['target'],26,0,26,0,95.04806428600568,,5,95.03311700100312,95.04806428600568,95.04806428600568,0.042683354986365885,96.32089462899603,[np.float64(0.04888888888888889)],[np.float64(0.21555555555555556)],[1],[0],[0],[1.2876699370099232],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
27,0,27,[np.float64(0.3977777777777778)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.2734985069837421],['target'],27,0,27,0,96.42542450397741,,10,96.40436081698863,96.42542450397741,96.42542450397741,0.08328326605260372,97.67800425697351,[np.float64(0.3977777777777778)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.2734985069837421],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
28,0,28,[np.float64(-0.4288888888888889)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.6520560709759593],['target'],28,0,28,0,97.73649153200677,,5,97.72192493698094,97.73649153200677,97.73649153200677,0.04363936500158161,99.37407035398064,[np.float64(-0.4288888888888889)],[np.float64(0.38333333333333336)],[1],[0],[0],[1.6520560709759593],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
29,0,29,[np.float64(0.36)],[np.float64(0.4177777777777778)],[1],[0],[0],[1.5649890690110624],['target'],29,0,29,0,99.47875986999134,,10,99.45729568199022,99.47875986999134,99.47875986999134,0.0830715200281702,101.02239892899524,[np.float64(0.36)],[np.float64(0.4177777777777778)],[1],[0],[0],[1.5649890690110624],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
30,0,30,[np.float64(-0.3411111111111111)],[np.float64(-0.10222222222222223)],[1],[0],[0],[1.2012018819805235],['target'],30,0,30,0,101.0819258929696,,5,101.06518192996737,101.0819258929696,101.0819258929696,0.042555538995657116,102.26647839997895,[np.float64(-0.3411111111111111)],[np.float64(-0.10222222222222223)],[1],[0],[0],[1.2012018819805235],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
31,0,31,[np.float64(0.2111111111111111)],[np.float64(0.3511111111111111)],[1],[0],[0],[1.1877722620265558],['target'],31,0,31,0,102.3696761589963,,10,102.34936697495868,102.3696761589963,102.3696761589963,0.08273627498419955,103.53728880098788,[np.float64(0.2111111111111111)],[np.float64(0.3511111111111111)],[1],[0],[0],[1.1877722620265558],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
32,0,32,[np.float64(0.3655555555555556)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.2101624329807237],['target'],32,0,32,0,103.59501797100529,,5,103.57980246300576,103.59501797100529,103.59501797100529,0.04228709702147171,104.79007506597554,[np.float64(0.3655555555555556)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.2101624329807237],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
33,0,33,[np.float64(0.2877777777777778)],[np.float64(0.43555555555555553)],[1],[0],[0],[0.8576611469616182],['target'],33,0,33,0,104.84895050799241,,5,104.83219340699725,104.84895050799241,104.84895050799241,0.04193183104507625,105.68996525200782,[np.float64(0.2877777777777778)],[np.float64(0.43555555555555553)],[1],[0],[0],[0.8576611469616182],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
34,0,34,[np.float64(0.3411111111111111)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.0109944230061956],['target'],34,0,34,0,105.79415301699191,,10,105.7732911289786,105.79415301699191,105.79415301699191,0.08314355596667156,106.78439584100852,[np.float64(0.3411111111111111)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.0109944230061956],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
35,0,35,[np.float64(-0.058888888888888886)],[np.float64(0.07)],[1],[0],[0],[1.1475136920344085],['target'],35,0,35,0,107.03584982495522,,10,107.0124859699863,107.03584982495522,107.03584982495522,0.22787789499852806,108.16013250598917,[np.float64(-0.058888888888888886)],[np.float64(0.07)],[1],[0],[0],[1.1475136920344085],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
36,0,36,[np.float64(0.051111111111111114)],[np.float64(0.30777777777777776)],[1],[0],[0],[1.0646664010128006],['target'],36,0,36,0,108.21811259700917,,5,108.20316049398389,108.21811259700917,108.21811259700917,0.04280058003496379,109.26794295699801,[np.float64(0.051111111111111114)],[np.float64(0.30777777777777776)],[1],[0],[0],[1.0646664010128006],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
37,0,37,[np.float64(0.14777777777777779)],[np.float64(-0.3977777777777778)],[1],[0],[0],[1.2055044660228305],['target'],37,0,37,0,109.32528999599162,,5,109.31046402000356,109.32528999599162,109.32528999599162,0.042333202029112726,110.51606117899064,[np.float64(0.14777777777777779)],[np.float64(-0.3977777777777778)],[1],[0],[0],[1.2055044660228305],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
38,0,38,[np.float64(0.13666666666666666)],[np.float64(0.32555555555555554)],[1],[0],[0],[1.2068907259963453],['target'],38,0,38,0,110.61896036099643,,10,110.59829672600608,110.61896036099643,110.61896036099643,0.08208803605521098,111.80529814399779,[np.float64(0.13666666666666666)],[np.float64(0.32555555555555554)],[1],[0],[0],[1.2068907259963453],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
39,0,39,[np.float64(0.06444444444444444)],[np.float64(0.37666666666666665)],[1],[0],[0],[1.1920983209856786],['target'],39,0,39,0,111.8647287269705,,5,111.84761267498834,111.8647287269705,111.8647287269705,0.042092190007679164,113.03982061101124,[np.float64(0.06444444444444444)],[np.float64(0.37666666666666665)],[1],[0],[0],[1.1920983209856786],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
40,0,40,[np.float64(0.06111111111111111)],[np.float64(-0.12333333333333334)],[1],[0],[0],[1.4564111049985513],['target'],40,0,40,0,113.1439764839597,,10,113.1229304659646,113.1439764839597,113.1439764839597,0.08293044497258961,114.57948134397157,[np.float64(0.06111111111111111)],[np.float64(-0.12333333333333334)],[1],[0],[0],[1.4564111049985513],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
41,0,41,[np.float64(0.26555555555555554)],[np.float64(0.1988888888888889)],[1],[0],[0],[1.3142735189758241],['target'],41,0,41,0,114.68182981997961,,10,114.66211991599994,114.68182981997961,114.68182981997961,0.08233893295982853,115.97654093196616,[np.float64(0.26555555555555554)],[np.float64(0.1988888888888889)],[1],[0],[0],[1.3142735189758241],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
42,0,42,[np.float64(-0.49444444444444446)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.4724344209535047],['target'],42,0,42,0,116.03463966900017,,5,116.01992126496043,116.03463966900017,116.03463966900017,0.043085957993753254,117.4925146359601,[np.float64(-0.49444444444444446)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.4724344209535047],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
43,0,43,[np.float64(-0.32)],[np.float64(0.14444444444444443)],[1],[0],[0],[1.3892504030372947],['target'],43,0,43,0,117.5972339870059,,10,117.57677170500392,117.5972339870059,117.5972339870059,0.08402678702259436,118.9661157290102,[np.float64(-0.32)],[np.float64(0.14444444444444443)],[1],[0],[0],[1.3892504030372947],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
44,0,44,[np.float64(0.16333333333333333)],[np.float64(-0.4033333333333333)],[1],[0],[0],[1.5798149490146898],['target'],44,0,44,0,119.07010750495829,,10,119.04858329100534,119.07010750495829,119.07010750495829,0.08228634897386655,120.62853961699875,[np.float64(0.16333333333333333)],[np.float64(-0.4033333333333333)],[1],[0],[0],[1.5798149490146898],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
45,0,45,[np.float64(-0.05)],[np.float64(0.4533333333333333)],[1],[0],[0],[1.517382005986292],['target'],45,0,45,0,120.6868127619964,,5,120.67185884196078,120.6868127619964,120.6868127619964,0.04303481202805415,122.18934950500261,[np.float64(-0.05)],[np.float64(0.4533333333333333)],[1],[0],[0],[1.517382005986292],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
46,0,46,[np.float64(-0.4633333333333333)],[np.float64(-0.3566666666666667)],[1],[0],[0],[1.244801514025312],['target'],46,0,46,0,122.29310171096586,,10,122.27189151296625,122.29310171096586,122.29310171096586,0.0823602260206826,123.51680861599743,[np.float64(-0.4633333333333333)],[np.float64(-0.3566666666666667)],[1],[0],[0],[1.244801514025312],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
47,0,47,[np.float64(0.24666666666666667)],[np.float64(0.4577777777777778)],[1],[0],[0],[1.1171264870208688],['target'],47,0,47,0,123.62284745299257,,10,123.60075219499413,123.62284745299257,123.62284745299257,0.08371670701308176,124.71797229000367,[np.float64(0.24666666666666667)],[np.float64(0.4577777777777778)],[1],[0],[0],[1.1171264870208688],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
48,0,48,[np.float64(0.3233333333333333)],[np.float64(0.39555555555555555)],[1],[0],[0],[0.9661489219870418],['target'],48,0,48,0,124.77709506696556,,5,124.7602039349731,124.77709506696556,124.77709506696556,0.04204731801291928,125.72649110900238,[np.float64(0.3233333333333333)],[np.float64(0.39555555555555555)],[1],[0],[0],[0.9661489219870418],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
49,0,49,[np.float64(0.18)],[np.float64(-0.07222222222222222)],[1],[0],[0],[1.2395270520355552],['target'],49,0,49,0,125.78447974898154,,5,125.76938066200819,125.78447974898154,125.78447974898154,0.042656540987081826,127.00901993800653,[np.float64(0.18)],[np.float64(-0.07222222222222222)],[1],[0],[0],[1.2395270520355552],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
50,0,50,[np.float64(-0.44)],[np.float64(0.29777777777777775)],[1],[0],[0],[1.5246188479941338],['target'],50,0,50,0,127.1133154949639,,10,127.092061163974,127.1133154949639,127.1133154949639,0.08284628496039659,128.61679095996078,[np.float64(-0.44)],[np.float64(0.29777777777777775)],[1],[0],[0],[1.5246188479941338],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
51,0,51,[np.float64(-0.09555555555555556)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.0967884399578907],['target'],51,0,51,0,128.67464056698373,,5,128.65898624795955,128.67464056698373,128.67464056698373,0.04197801201371476,129.7558835579548,[np.float64(-0.09555555555555556)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.0967884399578907],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
52,0,52,[np.float64(0.36666666666666664)],[np.float64(0.45222222222222225)],[1],[0],[0],[1.3670918749994598],['target'],52,0,52,0,129.85982594598318,,10,129.83828440395882,129.85982594598318,129.85982594598318,0.08221804699860513,131.20546161197126,[np.float64(0.36666666666666664)],[np.float64(0.45222222222222225)],[1],[0],[0],[1.3670918749994598],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
53,0,53,[np.float64(-0.03111111111111111)],[np.float64(-0.37333333333333335)],[1],[0],[0],[1.3411261800210923],['target'],53,0,53,0,131.2641643889947,,5,131.247198313009,131.2641643889947,131.2641643889947,0.0415675500407815,132.5884166919859,[np.float64(-0.03111111111111111)],[np.float64(-0.37333333333333335)],[1],[0],[0],[1.3411261800210923],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
54,0,54,[np.float64(0.39)],[np.float64(0.19444444444444445)],[1],[0],[0],[1.5508648559916764],['target'],54,0,54,0,132.6915595579776,,10,132.67044605099363,132.6915595579776,132.6915595579776,0.08188168599735945,134.22145194699988,[np.float64(0.39)],[np.float64(0.19444444444444445)],[1],[0],[0],[1.5508648559916764],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
55,0,55,[np.float64(0.2)],[np.float64(0.24888888888888888)],[1],[0],[0],[0.9754349910072051],['target'],55,0,55,0,134.3254460169701,,10,134.3040522969677,134.3254460169701,134.3254460169701,0.08232450799550861,135.27960757201072,[np.float64(0.2)],[np.float64(0.24888888888888888)],[1],[0],[0],[0.9754349910072051],['target'],04,001,2025-09-29_14h56.49.394,Visual Search,,2025.1.1,77.75688735538908,2025-09-29 14h57.00.760812 +0530,
