pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-50,x,0,0,0,x,1,0.383219584,None,,,,,0,0,0,0,,,,,0.05387166,,0.031255689,0.05387166,0.995084194,0.995084194,0.995084194,0.995084194,1.049915788,1.990836022,1.990836022,2.646430508,x,1,0.383219584,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
150,v,1,1,0,v,1,0.256562424,None,,,,,0,1,1,1,,,,,2.659891837,,2.646690997,2.659891837,3.639744626,3.639744626,3.639744626,3.639744626,3.656068534,4.64037737,4.64037737,4.900647142,v,1,0.256562424,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
50,c,2,2,0,c,1,0.246080182,None,,,,,0,2,2,2,,,,,4.908659724,,4.900947516,4.908659724,5.899613354,5.899613354,5.899613354,5.899613354,5.906338561,6.899474754,6.899474754,7.150497917,c,1,0.246080182,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-150,z,3,3,0,z,1,0.308041773,None,,,,,0,3,3,3,,,,,7.158281429,,7.150796609,7.158281429,8.140290379,8.140290379,8.140290379,8.140290379,8.156111709,9.149346709,9.149346709,9.466680202,z,1,0.308041773,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-50,x,4,0,1,x,1,0.397636442,None,,,,,1,0,4,0,,,,,9.474553329,,9.466982696,9.474553329,10.45657373,10.45657373,10.45657373,10.45657373,10.47289464,11.45668502,11.45668502,11.85751503,x,1,0.397636442,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
150,v,5,1,1,v,1,0.257515073,None,,,,,1,1,5,1,,,,,11.86576579,,11.85781744,11.86576579,12.85670383,12.85670383,12.85670383,12.85670383,12.85670383,13.85667993,13.85667993,14.1170025,v,1,0.257515073,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
50,c,6,2,1,c,1,0.241886135,None,,,,,1,2,6,2,,,,,14.12552244,,14.11730718,14.12552244,15.10687235,15.10687235,15.10687235,15.10687235,15.12272817,16.10719503,16.10719503,16.35038662,c,1,0.241886135,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-150,z,7,3,1,z,1,0.317754245,None,,,,,1,3,7,3,,,,,16.35625783,,16.35073514,16.35625783,17.33975634,17.33975634,17.33975634,17.33975634,17.34930255,18.34018694,18.34018694,18.66668849,z,1,0.317754245,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-50,x,8,0,2,x,1,0.34716876,None,,,,,2,0,8,0,,,,,18.67459601,,18.6670236,18.67459601,19.6568054,19.6568054,19.6568054,19.6568054,19.67264738,20.65718808,20.65718808,21.00746458,x,1,0.34716876,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
150,v,9,1,2,v,1,0.482533703,None,,,,,2,1,9,1,,,,,21.01587033,,21.00778046,21.01587033,22.00604658,22.00604658,22.00604658,22.00604658,22.00604658,23.00728199,23.00728199,23.49994894,v,1,0.482533703,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
50,c,10,2,2,c,1,0.242242454,None,,,,,2,2,10,2,,,,,23.50785443,,23.50028992,23.50785443,24.4900879,24.4900879,24.4900879,24.4900879,24.50580337,25.49039905,25.49039905,25.7338817,c,1,0.242242454,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-150,z,11,3,2,z,1,0.267266375,None,,,,,2,3,11,3,,,,,25.73977743,,25.73419187,25.73977743,26.73258955,26.73258955,26.73258955,26.73258955,26.73932584,27.7326201,27.7326201,28.00729106,z,1,0.267266375,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-50,x,12,0,3,x,1,0.324963357,None,,,,,3,0,12,0,,,,,28.01542734,,28.00760022,28.01542734,29.00540856,29.00540856,29.00540856,29.00540856,29.00540856,30.00660808,30.00660808,30.33381789,x,1,0.324963357,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
150,v,13,1,3,v,1,0.568925576,None,,,,,3,1,13,1,,,,,30.34035578,,30.33412795,30.34035578,31.33259966,31.33259966,31.33259966,31.33259966,31.34000705,32.33249271,32.33249271,32.90744156,v,1,0.568925576,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
50,c,14,2,3,c,1,0.172636157,None,,,,,3,2,14,2,,,,,32.92031321,,32.9077403,32.92031321,33.90693885,33.90693885,33.90693885,33.90693885,33.91507055,34.89855693,34.89855693,35.07410378,c,1,0.172636157,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-150,z,15,3,3,z,1,0.062991982,None,,,,,3,3,15,3,,,,,35.08240353,,35.07441475,35.08240353,36.07368134,36.07368134,36.07368134,36.07368134,36.07368134,37.06516685,37.06516685,37.13343378,z,1,0.062991982,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-50,x,16,0,4,x,1,0.684690562,None,,,,,4,0,16,0,,,,,37.14200183,,37.133731,37.14200183,38.12328207,38.12328207,38.12328207,38.12328207,38.13881302,39.12352851,39.12352851,39.81664849,x,1,0.684690562,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
150,v,17,1,4,v,1,0.371637658,None,,,,,4,1,17,1,,,,,39.82449502,,39.81694694,39.82449502,40.80685828,40.80685828,40.80685828,40.80685828,40.81482884,41.80671082,41.80671082,42.18356345,v,1,0.371637658,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
50,c,18,2,4,c,1,0.205528373,None,,,,,4,2,18,2,,,,,42.19152297,,42.18386049,42.19152297,43.1825715,43.1825715,43.1825715,43.1825715,43.19007542,44.18243317,44.18243317,44.39069372,c,1,0.205528373,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-150,z,19,3,4,z,1,0.297021918,None,,,,,4,3,19,3,,,,,44.39923313,,44.39100942,44.39923313,45.39017108,45.39017108,45.39017108,45.39017108,45.39017108,46.38977389,46.38977389,46.69163559,z,1,0.297021918,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-50,x,20,0,5,x,1,0.301752732,None,,,,,5,0,20,0,,,,,46.70003502,,46.69194124,46.70003502,47.69014277,47.69014277,47.69014277,47.69014277,47.69014277,48.68995546,48.68995546,48.99985236,x,1,0.301752732,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
150,v,21,1,5,v,1,0.695679033,None,,,,,5,1,21,1,,,,,49.00841111,,49.00016309,49.00841111,49.99031106,49.99031106,49.99031106,49.99031106,50.00604534,50.98982339,50.98982339,51.69075102,v,1,0.695679033,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
50,c,22,2,5,c,1,0.524456925,None,,,,,5,2,22,2,,,,,51.69928762,,51.69105756,51.69928762,52.68996736,52.68996736,52.68996736,52.68996736,52.68996736,53.68987998,53.68987998,54.21697727,c,1,0.524456925,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
-150,z,23,3,5,z,1,0.258103347,None,,,,,5,3,23,3,,,,,54.2256424,,54.2172826,54.2256424,55.21567571,55.21567571,55.21567571,55.21567571,55.22300747,56.21525609,56.21525609,56.4829798,z,1,0.258103347,None,,,,,,,,,,,,,,,1,1,2025-10-02_17h09.06.189,Motor Sequence Learning,,2025.1.1,89.44028706,2025-10-02 17h09.14.099252 +0530
